Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
Santa Rosa  City of,CA4910009,Stage One - Mandatory,No,12/15/2016,388121224,511526234,86388000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,173071,54,NA,"- The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web, including Facebook.  - Increase in rates was not in response",0,No,388121224,511526234,86388000,54.25536117,75,No Correction,North Coast,7,1,1,1,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory,No,11/15/2016,332262224,486628234,104165000,0,0,NA,G,Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,173071,46,NA,The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook.,0,No,332262224,486628234,104165000,45.43533753,71,No Correction,North Coast,7,4,3,2,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory was rescinded 6/14/16,No,10/15/2016,550117573,725805260,165417000,0,0,NA,G,"The reporting for October 2016 has been modified to include a slight increase of an additional 12 MG to the total potable water production that was omitted during the original reporting due to a SCADA software license that had expired.  The data has now been updated in this current report and the total potable water production = 550,117,573 gallons is now correct.",173071,71,NA,The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook.,0,No,550117573,725805260,165417000,70.74872411,69,No Correction,North Coast,7,4,0,0,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory was rescinded 6/14/16,No,9/15/2016,612160133,694288510,181022000,0,0,NA,G,"During the September 2016 billing cycle, it was discovered that our regional water wholesaler (Sonoma County Water Agency) had a problem with one of their meters not reporting data correctly.  As a result, the Water Agency adjusted Santa Rosa's September 2016 invoice by manually adding 28,256,889 gallons to the water used for the September billing cycle to account for the under-reporting that occurred in August as a result of the meter malfunction.  In August, Santa Rosa reported a 19.6% reduction in water use compared to August 2013.  Similarly, Santa Rosa has reported an 11.8% reduction for September compared to September 2013.  Had the meter malfunction not occurred, the August and September savings compared to those same months in 2013 would have been 15.6% and 15.9%, respectively.  Santa Rosa has no control over the Water Agency's data collection and reporting.",173071,82,NA,The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,0,No,612160133,694288510,181022000,81.35206394,69,No Correction,North Coast,7,12,4,4,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory was rescinded 6/14/16,No,8/15/2016,564063634,701906695,194059000,0,0,NA,G,NA,173071,72,NA,The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.,0,No,564063634,701906695,194059000,72.54227893,69,No Correction,North Coast,7,18,14,0,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory was rescinded on 6/14/16,No,7/15/2016,597918422,864389151,172712000,0,0,NA,G,NA,173071,78,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month. Consequently, the State's method of reporting using a calendar month basis skews the data for agencies such as Santa Rosa that have a billing cycle period that fluctuates. For example, the City had 28 days in the July 2016 billing cycle vs. 35 days in July 2013. Using the State's calendar month method resulted in a calculated savings of 30.8% (comparing July 2016 to July 2013), whereas using the actual number of billing cycle days results in a normalized calculated savings of 14.6% for that same period.",0,No,597918422,864389151,172712000,78.01066454,70,No Correction,North Coast,7,18,7,7,0,0,NA
Santa Rosa  City of,CA4910009,Stage 1 - Mandatory was rescinded on 6/14/16,Yes,6/15/2016,659538584,655669334,135676000,0,0,NA,G,NA,173071,91,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.  Consequently, the State's method of reporting using a calendar month basis skews the data for agencies such as Santa Rosa that have a billing cycle period that fluctuates. For example, the City had 35 days in the June 2016 billing cycle vs. 28 days in June 2013. Using the State's calendar month method resulted in a calculated savings of -0.6% (comparing June 2016 to June 2013), whereas using the actual number of billing cycle days results in a normalized calculated savings of 20.5% for that same period.",0,No,659538584,655669334,135676000,91.45914692,72,No Correction,North Coast,7,31,14,8,0,0,NA
Santa Rosa  City of,CA4910009,1 - Mandatory,Yes,5/15/2016,440396519,668278920,96869000,0,NA,NA,G,NA,173071,60,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via bill insert messaging, multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month.",0.16,No,440396519,668278920,96869000,59.92123294,73,No Correction,North Coast,7,24,7,2,0,0,NA
Santa Rosa  City of,CA4910009,1 - Mandatory,Yes,4/15/2016,357147450,575718337,75015000,0,0,NA,G,NA,173071,52,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via bill insert messaging, multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month. Consequently, the State's method of reporting using a calendar month basis skews the data for agencies such as Santa Rosa that have a billing cycle period that fluctuates. For example, the City had 28 days in the April 2016 billing cycle vs. 35 days in April 2013. Using the State's calendar month method resulted in a calculated savings of 38% (comparing Apr 2016 to Apr 2013), whereas using the actual number of billing cycle days results in a normalized calculated savings of 23.4% for that same period.",0.16,No,357147450,575718337,75015000,52.27759359,76,No Correction,North Coast,7,23,8,2,0,0,NA
Santa Rosa  City of,CA4910009,1 - Mandatory,Yes,3/15/2016,368961446,412723300,70942000,0,0,NA,G,"Population data has been updated from 170,974 persons to 173,071 persons using Department of Finance Table E-5 data for 2015.",173071,52,NA,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community via bill insert messaging, multiple rebate programs and media presence on the web including facebook. Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month. Consequently, the State's method of reporting using a calendar month basis skews the data for agencies such as Santa Rosa that have a billing period cycle that fluctuates. For example, the City had 34 days in the March 2016 billing cycle vs. 28 days in March 2013. Using the State's calendar month method resulted in a calculated savings of 10.6% (comparing Mar 2016 to Mar 2013), whereas using the actual number of billing cycle days results in a normalized calculated savings of 27.3% for that same period.",0.16,No,368961446,412723300,70942000,51.57702097,75,No Correction,North Coast,7,32,19,3,0,0,NA
